mel,label
"[[ 1.6153688   0.4456331   0.6835128  ... -0.71490395 -0.71490395
  -0.71490395]
 [ 1.6709132   0.98809785  1.0435616  ... -0.71490395 -0.71490395
  -0.71490395]
 [ 1.7189169   1.1318349   1.1752975  ... -0.71490395 -0.71490395
  -0.71490395]
 ...
 [-0.36682892 -0.07106353 -0.4003832  ... -0.71490395 -0.71490395
  -0.71490395]
 [-0.5203454  -0.38987172 -0.36611834 ... -0.71490395 -0.71490395
  -0.71490395]
 [-0.71490395 -0.71490395 -0.71490395 ... -0.71490395 -0.71490395
  -0.71490395]]",0
"[[ 1.9657507   1.5482676   1.3693346  ... -0.35758817 -0.6891176
  -0.02932921]
 [ 1.9697902   1.4223117   1.2569845  ... -0.05217705 -0.07200935
  -0.07705823]
 [ 1.977509    1.1581461   1.048713   ...  0.09072163  0.10236057
  -0.1338807 ]
 ...
 [-0.20118755 -0.90205574 -1.1363156  ... -0.9182833  -1.1203022
  -0.6888702 ]
 [-0.37340543 -1.30744    -1.30744    ... -1.2992885  -1.30744
  -1.2696034 ]
 [-0.62208253 -1.30744    -1.30744    ... -1.30744    -1.30744
  -1.30744   ]]",1
"[[-1.0588231  -1.0588231   2.210503   ...  0.7864533   0.8912337
  -0.9444667 ]
 [-1.0588231  -1.0588231   2.390442   ...  0.81686115  1.121855
  -1.0342045 ]
 [-1.0588231  -1.0588231   2.50874    ...  0.8493913   1.257536
  -1.0588231 ]
 ...
 [-1.0588231  -1.0588231  -0.8681674  ... -0.5896823  -0.5577577
  -1.0588231 ]
 [-1.0588231  -1.0588231  -1.0588231  ... -0.6167788  -0.7446774
  -1.0588231 ]
 [-1.0588231  -1.0588231  -1.0588231  ... -1.0588231  -1.0588231
  -1.0588231 ]]",0
"[[-1.6733326  -1.5613905  -1.3912054  ... -0.8055177  -0.4825457
  -1.4233874 ]
 [-1.6390125  -1.3892086  -1.3646545  ... -0.9039598  -0.49030176
  -1.3511536 ]
 [-1.6034279  -1.2752681  -1.3355982  ... -1.0557146  -0.49443662
  -1.2878053 ]
 ...
 [-0.53734124 -0.4568738  -0.7930106  ... -0.61401033 -0.4769904
  -0.39623147]
 [-1.2329718  -0.8029245  -1.0875307  ... -1.110382   -0.79971313
  -1.0749202 ]
 [-1.8350441  -1.8350441  -1.8350441  ... -1.8350441  -1.8350441
  -1.8350441 ]]",0
"[[-0.0399719   1.6466792   1.6627953  ...  1.989524    2.0378475
   1.6062558 ]
 [ 0.20405069  1.7814294   1.6833333  ...  2.1060011   2.0722876
   1.728022  ]
 [ 0.3465926   1.881816    1.7074938  ...  2.1970274   2.108496
   1.821844  ]
 ...
 [-1.1466041  -1.3041594  -0.17716636 ... -1.056988   -1.2303182
  -1.4033592 ]
 [-1.3487756  -1.7498834  -0.8978688  ... -1.5092928  -1.5756552
  -1.4810795 ]
 [-1.8303859  -2.2549758  -2.1442034  ... -2.2549758  -2.2549758
  -2.2549758 ]]",1
"[[-1.032101   -1.032101   -1.032101   ... -1.032101   -1.032101
  -1.032101  ]
 [-1.032101   -1.032101   -0.7819379  ... -1.032101   -1.032101
  -1.032101  ]
 [-1.032101   -1.032101   -0.621435   ... -1.032101   -1.032101
  -1.032101  ]
 ...
 [-1.032101   -1.032101    0.44614935 ... -1.032101   -1.032101
  -1.032101  ]
 [-1.032101   -1.032101    0.22901942 ... -1.032101   -1.032101
  -1.032101  ]
 [-1.032101   -1.032101   -0.44807288 ... -1.032101   -1.032101
  -1.032101  ]]",1
"[[ 0.24022418  0.4016564   1.1011573  ...  0.6974332   0.6729933
   0.37609622]
 [ 0.13249168  0.21690214  0.93209004 ...  0.5387878   0.56395364
   0.24476185]
 [-0.05214692 -1.5176705   0.34443104 ...  0.08453401  0.37528136
  -0.02808337]
 ...
 [-1.5176705  -0.8962007  -0.72975504 ... -1.1909392  -1.2928568
  -1.2878491 ]
 [-1.5176705  -1.2228723  -0.987797   ... -1.5176705  -1.5176705
  -1.5176705 ]
 [-1.5176705  -1.5176705  -1.5176705  ... -1.5176705  -1.5176705
  -1.5176705 ]]",1
"[[ 0.7904631   0.2555537   0.24071407 ...  0.14898337  0.01233496
  -0.05152115]
 [ 0.64420956  0.32080737  0.3655339  ...  0.50315416  1.1312863
   0.5192672 ]
 [ 0.23351991  0.37750864  0.45428956 ...  0.6518      1.3121372
   0.68787766]
 ...
 [-0.89897    -0.39713103 -0.7777479  ... -0.8161031  -0.5911685
  -0.3863842 ]
 [-0.9095492  -0.802838   -1.0242966  ... -1.258768   -1.1121515
  -0.6130108 ]
 [-1.1300354  -1.409786   -1.409786   ... -1.409786   -1.409786
  -1.409786  ]]",1
"[[ 1.2754029   1.7231824   1.6036007  ...  1.8563148   1.7670025
   1.7909836 ]
 [ 1.2865057   1.7403787   1.6482822  ...  1.9396194   1.8664272
   1.8154591 ]
 [ 1.3014437   1.7609932   1.6918329  ...  2.0094533   1.945605
   1.8425549 ]
 ...
 [-0.8954514  -1.4133396  -1.7398666  ... -0.82332903 -0.7467382
  -0.6037293 ]
 [-1.2700231  -1.7398666  -1.7398666  ... -1.6096313  -1.1112657
  -0.9601105 ]
 [-1.7398666  -1.7398666  -1.7398666  ... -1.7398666  -1.7398666
  -1.7398666 ]]",1
"[[-1.203896   -0.13273744 -0.07220633 ... -0.08491541  0.36113507
   0.7003893 ]
 [-1.23587    -0.2969954  -0.1200987  ...  0.01727234  0.37909937
   0.6592117 ]
 [-1.2701365  -1.048649   -0.17774253 ...  0.09499665  0.3998438
   0.61187816]
 ...
 [-1.0782638  -1.4396869  -1.4396869  ... -0.8371445  -0.7702908
  -1.3767892 ]
 [-1.1737235  -1.4396869  -1.4396869  ... -1.2570227  -1.1999736
  -1.4396869 ]
 [-1.4396869  -1.4396869  -1.4396869  ... -1.4396869  -1.4396869
  -1.4396869 ]]",0
"[[ 0.8973545   0.12431403  0.15095097 ...  0.00968563  0.06202712
   0.2572503 ]
 [ 0.9027096   0.09978665  0.18514243 ...  0.275626    0.19554327
   0.12621754]
 [ 0.9119747   0.07591372  0.2202428  ...  0.41528684  0.2911488
  -0.14103968]
 ...
 [ 0.45258415 -1.316585   -1.3111974  ... -0.16220479  0.8480581
   1.4233731 ]
 [ 0.29549748 -1.385529   -1.385529   ... -0.53797674  0.5910102
   0.92280364]
 [-0.1345575  -1.385529   -1.385529   ... -1.385529   -0.41288576
  -0.43425304]]",1
"[[-0.5098694  -0.5098694  -0.12356225 ... -0.5098694  -0.5098694
  -0.5098694 ]
 [-0.5098694  -0.5098694  -0.29544616 ... -0.5098694  -0.5098694
  -0.5098694 ]
 [-0.5098694  -0.5098694  -0.5098694  ... -0.5098694  -0.5098694
  -0.5098694 ]
 ...
 [-0.5098694  -0.5098694  -0.5098694  ... -0.5098694  -0.5098694
  -0.5098694 ]
 [-0.5098694  -0.5098694  -0.5098694  ... -0.5098694  -0.5098694
  -0.5098694 ]
 [-0.5098694  -0.5098694  -0.5098694  ... -0.5098694  -0.5098694
  -0.5098694 ]]",1
"[[-1.1772462 -1.1772462 -1.1772462 ... -1.1772462 -1.1772462 -1.1772462]
 [-1.1772462 -1.1772462 -1.1772462 ... -1.1160418 -1.1772462 -0.8578214]
 [-1.1772462 -1.1772462 -1.1772462 ... -0.9597962 -1.1772462 -0.7029358]
 ...
 [-1.1772462 -1.1772462 -1.1772462 ... -1.1772462 -1.1772462 -1.1772462]
 [-1.1772462 -1.1772462 -1.1772462 ... -1.1772462 -1.1772462 -1.1772462]
 [-1.1772462 -1.1772462 -1.1772462 ... -1.1772462 -1.1772462 -1.1772462]]",1
"[[ 1.3560157  -0.5607569  -0.9252118  ... -1.5631434  -1.3036097
  -0.9570298 ]
 [ 1.3705696  -0.56472754 -1.1253259  ... -1.3557973  -1.0904229
  -1.0261737 ]
 [ 1.389082   -0.5646287  -1.9596202  ... -1.2268366  -0.9594835
  -1.114729  ]
 ...
 [-0.12629268 -0.46614707 -0.99491674 ... -0.8671244  -1.1917524
  -0.92415607]
 [-0.38918766 -0.81369454 -1.4317735  ... -1.3996989  -1.5564443
  -1.4133099 ]
 [-0.642349   -1.6544813  -1.9596202  ... -1.9596202  -1.9596202
  -1.9596202 ]]",1
"[[ 0.228725    0.34491232  0.52073455 ... -0.4946287  -0.4946287
  -0.4946287 ]
 [ 0.34435606  0.58392227  0.37582216 ... -0.4946287  -0.4946287
  -0.4946287 ]
 [ 0.43478063  0.7245886   0.08537371 ... -0.4946287  -0.4946287
  -0.4946287 ]
 ...
 [-0.4946287  -0.4946287  -0.4946287  ... -0.4946287  -0.4946287
  -0.4946287 ]
 [-0.4946287  -0.4946287  -0.4946287  ... -0.4946287  -0.4946287
  -0.4946287 ]
 [-0.4946287  -0.4946287  -0.4946287  ... -0.4946287  -0.4946287
  -0.4946287 ]]",1
"[[-0.01771121 -0.3305596  -0.44114947 ... -0.21051095 -0.39960977
  -0.30490467]
 [ 0.12712625 -0.14370072 -0.61000335 ... -0.3797366  -0.5527274
  -0.46129102]
 [ 0.22493179 -0.03065552 -1.4199396  ... -1.207899   -1.0189818
  -0.9691171 ]
 ...
 [ 1.2674557   1.3955615   0.10888328 ... -1.4367352  -1.4367352
  -1.4367352 ]
 [ 1.1332746   0.9707818  -0.08384865 ... -1.4367352  -1.4367352
  -1.4367352 ]
 [ 0.8746466   0.62042856 -0.39704245 ... -1.4367352  -1.4367352
  -1.4367352 ]]",0
"[[ 1.3110905   1.5101706   1.067888   ... -0.47481543 -0.47481543
  -0.47481543]
 [ 1.589317    1.7539687   1.0942209  ... -0.47481543 -0.47481543
  -0.47481543]
 [ 1.7376779   1.8931488   1.1232266  ... -0.47481543 -0.47481543
  -0.47481543]
 ...
 [ 0.15735894  1.4632936   0.17273515 ... -0.47481543 -0.47481543
  -0.47481543]
 [ 0.05176317  0.9095501   0.02155587 ... -0.47481543 -0.47481543
  -0.47481543]
 [-0.42643812  0.20013717 -0.47481543 ... -0.47481543 -0.47481543
  -0.47481543]]",0
"[[ 0.5605767   0.51397943  0.15488583 ...  0.6614021   0.6664709
   0.69654864]
 [ 0.54598814  0.6628879   0.31332323 ...  0.7443447   0.5852564
   0.7225151 ]
 [ 0.5342526   0.76733977  0.42183864 ...  0.81453246  0.472269
   0.75108206]
 ...
 [-1.4752107  -1.4752107  -1.4752107  ...  1.1625774   1.4290622
   1.452057  ]
 [-1.4752107  -1.4752107  -1.4752107  ...  0.71340275  1.1068238
   1.0558506 ]
 [-1.4752107  -1.4752107  -1.4752107  ... -0.6191683  -0.46476886
  -0.41012913]]",0
"[[ 0.9201846  -1.024786   -0.47517723 ... -0.4895169  -0.19420993
  -0.37872264]
 [ 0.96016175  0.04637945 -0.0434043  ... -0.4091229  -0.12339151
  -0.21070622]
 [ 1.0005639   0.25793234  0.13424863 ... -0.33999914 -0.06049
  -0.09700695]
 ...
 [ 0.11769006  0.5512217   0.31675923 ... -1.0213121   1.115762
   1.4054929 ]
 [-0.15360051  0.40698445 -0.43387643 ... -1.3353496   0.6711207
   0.94865954]
 [-0.98398006 -0.99657756 -1.637376   ... -1.637376   -0.8570319
  -0.13593328]]",1
"[[-1.1430751  -1.1430751  -1.1430751  ... -1.1430751  -1.1430751
   0.42964515]
 [-1.1430751  -1.1430751  -1.1430751  ... -0.57540935 -1.0592583
   1.5203612 ]
 [-1.1430751  -1.1430751  -1.1430751  ... -0.40880778 -0.991909
   1.6879864 ]
 ...
 [-1.1430751  -1.1430751  -1.1430751  ... -0.40946037  0.00785336
   0.10304423]
 [-1.1430751  -1.1430751  -1.1430751  ... -0.58568174  0.04681957
  -0.198554  ]
 [-1.1430751  -1.1430751  -1.1430751  ... -1.1430751  -0.6075925
  -0.5853312 ]]",0
"[[ 3.9372388e-01 -5.9207189e-01 -4.4893026e-01 ... -7.7376908e-01
  -1.6873187e-01 -2.0316696e-01]
 [ 4.0963531e-01 -3.8713619e-01 -2.8468329e-01 ... -5.1090497e-01
  -1.2176733e-01 -3.6420775e-04]
 [ 4.2868829e-01 -2.6772308e-01 -1.7881140e-01 ... -3.7638372e-01
  -7.7306807e-02  1.1840657e-01]
 ...
 [-8.5804152e-01 -1.5647562e+00 -9.0443361e-01 ... -7.2549957e-01
  -6.7723942e-01 -9.8049116e-01]
 [-8.6722547e-01 -1.6955121e+00 -1.0257342e+00 ... -7.9994911e-01
  -6.9213861e-01 -9.8038244e-01]
 [-1.3977476e+00 -1.6955121e+00 -1.6955121e+00 ... -1.4176528e+00
  -1.5185705e+00 -1.5152111e+00]]",1
"[[ 1.5202638   0.78344715  0.8423111  ... -0.9238935  -0.60114616
  -0.8808429 ]
 [ 1.5443476   0.5873403   0.6651289  ... -0.9238935  -0.7875259
  -0.7563599 ]
 [ 1.5712637  -0.8584671   0.08683008 ... -0.9238935  -0.9238935
  -0.66331863]
 ...
 [-0.47385475 -0.4822534  -0.91479033 ... -0.9238935  -0.9238935
  -0.9238935 ]
 [-0.43864617 -0.9238935  -0.9238935  ... -0.9238935  -0.9238935
  -0.9238935 ]
 [-0.8445643  -0.9238935  -0.9238935  ... -0.9238935  -0.9238935
  -0.9238935 ]]",1
"[[-0.7361945  -0.7361945   0.40889576 ... -0.7361945  -0.7361945
  -0.7361945 ]
 [-0.7361945  -0.7361945   0.5577455  ... -0.7361945  -0.7361945
  -0.7361945 ]
 [-0.7361945  -0.7361945   0.65325993 ... -0.7361945  -0.7361945
  -0.7361945 ]
 ...
 [-0.7361945  -0.7361945  -0.7361945  ... -0.7361945  -0.7361945
  -0.7361945 ]
 [-0.7361945  -0.7361945  -0.7361945  ... -0.7361945  -0.7361945
  -0.7361945 ]
 [-0.7361945  -0.7361945  -0.7361945  ... -0.7361945  -0.7361945
  -0.7361945 ]]",1
"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1
"[[ 0.4132695   0.4880342  -0.03833626 ... -0.7268666  -0.7268666
  -0.7268666 ]
 [ 0.34746045  0.5164293   0.5635916  ... -0.7268666  -0.7268666
  -0.7268666 ]
 [ 0.26185992  0.5467527   0.746594   ... -0.7268666  -0.7268666
  -0.7268666 ]
 ...
 [-0.7268666  -0.7234486  -0.63671595 ... -0.7268666  -0.7268666
  -0.7268666 ]
 [-0.7268666  -0.7268666  -0.7268666  ... -0.7268666  -0.7268666
  -0.7268666 ]
 [-0.7268666  -0.7268666  -0.7268666  ... -0.7268666  -0.7268666
  -0.7268666 ]]",1
"[[-0.2859955   0.4391475  -0.2859955  ... -0.2859955  -0.2859955
  -0.2859955 ]
 [-0.2859955   0.5772664  -0.02832756 ... -0.2859955  -0.2859955
  -0.2859955 ]
 [-0.2859955   0.6910229   0.19435325 ... -0.2859955  -0.2859955
  -0.2859955 ]
 ...
 [-0.2859955  -0.2859955  -0.2859955  ... -0.2859955  -0.2859955
  -0.2859955 ]
 [-0.2859955  -0.2859955  -0.2859955  ... -0.2859955  -0.2859955
  -0.2859955 ]
 [-0.2859955  -0.2859955  -0.2859955  ... -0.2859955  -0.2859955
  -0.2859955 ]]",0
"[[10.824084    5.5792255  -0.13064824 ... -0.13064824 -0.13064824
  -0.13064824]
 [10.8945      5.347865    1.6146168  ... -0.13064824 -0.13064824
  -0.13064824]
 [10.975334    5.045299    2.2840307  ... -0.13064824 -0.13064824
  -0.13064824]
 ...
 [ 7.989249   -0.13064824 -0.13064824 ... -0.13064824 -0.13064824
  -0.13064824]
 [ 7.4202347  -0.13064824 -0.13064824 ... -0.13064824 -0.13064824
  -0.13064824]
 [ 5.906556   -0.13064824 -0.13064824 ... -0.13064824 -0.13064824
  -0.13064824]]",1
"[[-0.8463577  -0.8463577   0.03079489 ...  0.25078905  0.48563063
   0.7985486 ]
 [-0.8463577  -0.8463577   0.25393498 ...  0.4724067   0.78312856
   0.7710743 ]
 [-0.8463577  -0.8463577   0.37468883 ...  0.5927695   0.91975296
   0.74259984]
 ...
 [-0.8463577  -0.8463577  -0.8463577  ... -0.8463577  -0.8463577
  -0.8463577 ]
 [-0.8463577  -0.8463577  -0.8463577  ... -0.8463577  -0.8463577
  -0.8463577 ]
 [-0.8463577  -0.8463577  -0.8463577  ... -0.8463577  -0.8463577
  -0.8463577 ]]",0
"[[ 2.5868928   2.6770906   2.6856287  ... -0.72122115 -0.72122115
  -0.72122115]
 [ 2.4801276   2.5121999   2.5207877  ... -0.72122115 -0.72122115
  -0.72122115]
 [ 2.279708    0.38709816  0.7124674  ... -0.72122115 -0.72122115
  -0.72122115]
 ...
 [-0.14462379 -0.72122115 -0.72122115 ... -0.72122115 -0.72122115
  -0.72122115]
 [-0.2902927  -0.72122115 -0.72122115 ... -0.72122115 -0.72122115
  -0.72122115]
 [-0.70164126 -0.72122115 -0.72122115 ... -0.72122115 -0.72122115
  -0.72122115]]",1
"[[ 1.2028688   0.6112708   0.8576809  ...  0.6181389   0.9453892
   1.3574619 ]
 [ 1.2873548   0.55802     0.73213667 ...  1.1144816   1.2140577
   1.3395495 ]
 [ 1.3571577   0.4933808   0.48424083 ...  1.2873992   1.3532901
   1.3236127 ]
 ...
 [-0.45592898 -1.5823389  -1.462021   ... -1.5823389  -1.5823389
  -1.5823389 ]
 [-0.64558744 -1.5823389  -1.5823389  ... -1.5823389  -1.5823389
  -1.5823389 ]
 [-1.0536053  -1.5823389  -1.5823389  ... -1.5823389  -1.5823389
  -1.5823389 ]]",0
"[[ 1.408814    1.2286955   1.8547295  ...  1.8835313   1.1401283
   1.0507818 ]
 [ 1.7598414   1.8071623   1.8853363  ...  1.807105    1.1164135
   0.91860896]
 [ 1.9051362   1.9721141   1.9167206  ...  1.6948731   1.0928036
   0.59703887]
 ...
 [ 0.13687693 -0.47657445 -0.89339286 ... -1.1969398  -1.1969398
  -1.1969398 ]
 [-0.01078361 -0.96950924 -1.0810796  ... -1.1969398  -1.1969398
  -1.1969398 ]
 [-0.32675496 -1.1969398  -1.1969398  ... -1.1969398  -1.1969398
  -1.1969398 ]]",1
"[[ 1.6400126  -0.14381422 -0.30594182 ...  1.0532361   0.42481896
   0.21462461]
 [ 1.6538432   0.6539952   0.16272831 ...  1.1838791   0.39039308
   0.3740098 ]
 [ 1.6711967   0.84325457  0.33349648 ...  1.2778158   0.35359332
   0.4801614 ]
 ...
 [-0.06164843  0.17624027 -0.44688305 ... -1.2801459  -0.8443244
  -0.781741  ]
 [-0.63862455 -0.0950581  -0.78806305 ... -1.6934893  -1.2924716
  -1.1387354 ]
 [-0.9424194  -0.9951177  -1.6934893  ... -1.6934893  -1.6934893
  -1.6934893 ]]",1
"[[ 1.2765034   1.7621118   1.6290014  ...  1.8350887   1.478579
   1.5597097 ]
 [ 1.3991055   1.7531291   1.6038702  ...  1.7729979   1.5492277
   1.6751834 ]
 [ 1.4722279   1.7456306   1.5755068  ...  1.6697814   1.6018757
   1.7459975 ]
 ...
 [-0.39648014 -0.75533295 -0.75533295 ... -0.75533295 -0.75533295
  -0.75533295]
 [-0.46559715 -0.75533295 -0.75533295 ... -0.75533295 -0.75533295
  -0.75533295]
 [-0.6880186  -0.75533295 -0.75533295 ... -0.75533295 -0.75533295
  -0.75533295]]",0
"[[ 0.08472106 -0.08385637  0.20700349 ... -0.3182759  -0.1804208
  -0.64726275]
 [ 0.1104521   0.03388246  0.40891102 ... -0.13738598 -0.11436205
  -0.3829262 ]
 [ 0.13795382  0.11923077  0.5255058  ... -0.02731862 -0.05722575
  -0.25058562]
 ...
 [-1.0611911  -1.0611911  -0.5597836  ...  0.51582265 -0.21590695
  -1.0611911 ]
 [-1.0611911  -1.0611911  -0.80676556 ...  0.26974398 -0.40138906
  -1.0611911 ]
 [-1.0611911  -1.0611911  -1.0611911  ... -0.46818307 -1.0611911
  -1.0611911 ]]",0
"[[-0.22909047 -0.698486   -0.7389832  ... -0.86411124 -1.2156171
  -0.55531424]
 [-0.25239703 -0.23000234 -0.39010245 ... -0.8131417  -0.09704398
  -0.11296403]
 [-0.27491367 -0.0609748  -0.23618184 ... -0.76540655  0.09488016
   0.05337301]
 ...
 [-1.7778304  -1.7778304  -1.7778304  ... -1.7778304  -1.1741076
  -0.51524824]
 [-1.7778304  -1.7778304  -1.7778304  ... -1.7778304  -1.3305736
  -0.65210253]
 [-1.7778304  -1.7778304  -1.7778304  ... -1.7778304  -1.7778304
  -1.7778304 ]]",0
"[[-0.33053648 -0.562438   -1.0149504  ... -0.55713266 -0.56443787
  -0.5417257 ]
 [-0.3173912  -0.627722   -0.7032511  ... -0.6522645  -0.68433553
  -0.62614524]
 [-0.3010287  -0.71567845 -0.56181324 ... -0.8098587  -0.9298716
  -0.75548744]
 ...
 [-1.3860666  -1.3860666  -1.3435491  ... -1.2310356  -1.305475
  -0.19792669]
 [-1.3860666  -1.3860666  -1.3860666  ... -1.3860666  -1.3860666
  -0.3246443 ]
 [-1.3860666  -1.3860666  -1.3860666  ... -1.3860666  -1.3860666
  -1.3860666 ]]",1
"[[-1.1319995  -1.3367549  -0.81047404 ... -0.49196798 -0.09973448
   0.10946707]
 [-1.0730786  -0.4721859  -0.15987283 ... -0.21523611 -0.23745413
   0.2631586 ]
 [-1.0208933  -0.29841882  0.00860713 ... -0.08200385 -0.5973261
   0.36271408]
 ...
 [-1.2820101  -0.14732149 -0.68256783 ...  0.1808117  -0.3864125
  -1.2667873 ]
 [-1.4045299  -0.31484178 -0.6987744  ...  0.06108659 -0.73616844
  -1.2648343 ]
 [-1.4045299  -1.4045299  -1.4045299  ... -0.7784404  -1.4045299
  -1.4045299 ]]",1
"[[ 6.374883    6.7482486   7.0207105  ... -0.14740314 -0.14740314
  -0.14740314]
 [ 6.627214    6.637548    7.584629   ... -0.14740314 -0.14740314
  -0.14740314]
 [ 6.812502    6.5026875   7.8735495  ... -0.14740314 -0.14740314
  -0.14740314]
 ...
 [ 1.9482216   3.3195944   7.1905913  ... -0.14740314 -0.14740314
  -0.14740314]
 [ 1.8667837   2.6514304   6.27784    ... -0.14740314 -0.14740314
  -0.14740314]
 [ 1.4671423  -0.02242336  4.5471144  ... -0.14740314 -0.14740314
  -0.14740314]]",0
"[[-1.1886631  -1.1886631  -1.1886631  ...  0.6772918   0.46027312
   0.24868645]
 [-1.1886631  -1.1886631  -1.1886631  ...  0.7521195   0.5363562
   0.13622324]
 [-1.1886631  -1.1886631  -1.1886631  ...  0.81501824  0.60001695
  -0.07468445]
 ...
 [-1.1886631  -1.1886631  -1.1886631  ... -1.0383047  -0.6887997
  -0.2926405 ]
 [-1.1886631  -1.1886631  -1.1886631  ... -1.1886631  -1.1487114
  -0.64836174]
 [-1.1886631  -1.1886631  -1.1886631  ... -1.1886631  -1.1886631
  -1.1628041 ]]",0
"[[-0.8670631 -0.8670631  1.2284154 ... -0.8670631 -0.8670631 -0.8670631]
 [-0.8670631 -0.8670631  1.4140007 ... -0.8670631 -0.8670631 -0.8670631]
 [-0.8670631 -0.8670631  1.5274202 ... -0.8670631 -0.8670631 -0.8670631]
 ...
 [-0.8670631 -0.8670631 -0.8670631 ... -0.8670631 -0.8670631 -0.8670631]
 [-0.8670631 -0.8670631 -0.8670631 ... -0.8670631 -0.8670631 -0.8670631]
 [-0.8670631 -0.8670631 -0.8670631 ... -0.8670631 -0.8670631 -0.8670631]]",0
"[[ 0.9468196  -0.64488465 -0.20875031 ...  0.16410843  0.23167014
   0.10279839]
 [ 1.0561153  -0.02126155 -0.2686845  ...  0.6156353   0.50896835
   0.39736506]
 [ 1.139107    0.15795317 -0.34492254 ...  0.7820752   0.6487792
   0.54080987]
 ...
 [-0.6879539  -0.5387901  -0.75716376 ... -0.14040437 -0.9727904
  -1.3566188 ]
 [-1.0481075  -0.9037837  -1.0431339  ... -0.48140562 -1.3992987
  -1.4131345 ]
 [-1.4131345  -1.4131345  -1.4131345  ... -1.4131345  -1.4131345
  -1.4131345 ]]",1
"[[ 1.3394186   0.4512426   0.30649644 ... -0.4254021  -0.41696587
  -0.8263826 ]
 [ 1.3868476   0.46987483  0.48601538 ... -0.57593703 -0.56301284
  -0.17984712]
 [ 1.4315528   0.49133864  0.59682834 ... -1.0096313  -0.9553442
  -0.00491636]
 ...
 [-0.27962884 -1.2806647  -0.41647503 ... -0.6436912  -0.6009092
  -0.43486568]
 [-0.45328572 -1.4416541  -0.7102855  ... -1.0284345  -1.2858955
  -1.1631529 ]
 [-0.8294388  -1.4861062  -1.4861062  ... -1.4861062  -1.4861062
  -1.4861062 ]]",1
"[[-0.7254292 -0.7254292  1.7257837 ... -0.7254292 -0.7254292 -0.7254292]
 [-0.7254292 -0.7254292  1.8808078 ... -0.7254292 -0.7254292 -0.7254292]
 [-0.7254292 -0.7254292  1.9829668 ... -0.7254292 -0.7254292 -0.7254292]
 ...
 [-0.7254292 -0.7254292 -0.7254292 ... -0.7254292 -0.7254292 -0.7254292]
 [-0.7254292 -0.7254292 -0.7254292 ... -0.7254292 -0.7254292 -0.7254292]
 [-0.7254292 -0.7254292 -0.7254292 ... -0.7254292 -0.7254292 -0.7254292]]",1
"[[-1.0108161  -0.47666994 -0.11972546 ... -0.5746086  -0.4165945
  -0.251214  ]
 [-1.0474607  -0.4018655  -0.02375968 ... -0.52770144 -0.4873012
  -0.23274286]
 [-1.0883579  -0.3395534   0.05042891 ... -0.48376364 -0.58667594
  -0.211607  ]
 ...
 [-1.4835446  -1.4835446  -0.77516913 ... -0.79479694 -1.4424602
  -1.4525799 ]
 [-1.4835446  -1.4835446  -0.8307909  ... -0.6390108  -0.9536733
  -1.3171988 ]
 [-1.4835446  -1.4835446  -1.4348048  ... -0.94959426 -1.2849988
  -1.4835446 ]]",1
"[[ 0.42742735  0.591018    1.3520314  ...  2.6540024   2.3385627
   2.3592248 ]
 [ 0.7616578   0.5320903   1.4849503  ...  2.4713485   2.1509013
   2.1697016 ]
 [ 0.9166736   0.45875674  1.5807387  ...  1.6402558   0.97246385
   0.2519055 ]
 ...
 [-1.1162962  -0.9007621  -1.1162962  ... -1.1162962  -0.37363386
  -1.0541574 ]
 [-1.1162962  -1.1162962  -1.1162962  ... -1.1162962  -0.8408649
  -1.1162962 ]
 [-1.1162962  -1.1162962  -1.1162962  ... -1.1162962  -1.1162962
  -1.1162962 ]]",1
"[[ 0.7254241   0.16628172  0.10648423 ... -0.7368247  -0.7368247
  -0.7368247 ]
 [ 0.68592435  0.34677464  0.20965007 ... -0.7368247  -0.7368247
  -0.7368247 ]
 [ 0.6419114   0.46004286  0.28962308 ... -0.7368247  -0.7368247
  -0.7368247 ]
 ...
 [ 0.22195528 -0.72573507 -0.7368247  ... -0.7368247  -0.7368247
  -0.7368247 ]
 [ 0.09433239 -0.52963555 -0.38838848 ... -0.7368247  -0.7368247
  -0.7368247 ]
 [-0.45697224 -0.7368247  -0.7368247  ... -0.7368247  -0.7368247
  -0.7368247 ]]",1
"[[ 0.6758142   0.35581338  0.890855   ...  0.7251454   0.02265914
   0.65239936]
 [ 0.5841631   0.1195975   0.7354267  ...  0.49701297 -0.17277312
   0.42070776]
 [ 0.46150035 -1.0240251   0.44753268 ... -0.3820175  -0.6585053
  -0.5512576 ]
 ...
 [-1.3137767  -1.7903496  -1.5586627  ... -2.0489948  -2.077237
  -1.8348558 ]
 [-1.6761001  -3.1449282  -2.1498346  ... -3.303119   -2.5674453
  -2.549762  ]
 [-2.2111542  -3.9150972  -3.1034691  ... -3.9150972  -3.9150972
  -3.9150972 ]]",1
